parc_name,gmd_sws_total_r,gmd_sws_total_p,gmd_sws_total_fdr,fALFF_sws_total_r,fALFF_sws_total_p,fALFF_sws_total_fdr,fALFF_sws_total_bonferroni,ALFF_sws_total_r,ALFF_sws_total_p,ALFF_sws_total_fdr,Dcwei_sws_total_r,Dcwei_sws_total_p,Dcwei_sws_total_fdr,ReHo_sws_total_r,ReHo_sws_total_p,ReHo_sws_total_fdr,sws_total
17Networks_6,-0.037304461499495,0.762648168944931,,0.134588015320785,0.906945042920152,,,,0.32575525671558,,0.047873962917086,0.883264720100212,,0.056746383059414,0.879773410181903,,0.20190389979779
17Networks_5,0.020322605429972,0.774504582031169,,0.167828744230407,0.121006554974355,,,,0.314248771682844,,0.112053018467611,0.205081094558582,,0.145450482303718,0.326724668656203,,0.445654850431708
17Networks_4,-0.080551349906212,0.358469655651875,,0.220247779283991,0.344617170354527,,,,0.233037979705785,,0.056632771340665,0.64839616440427,,0.158193306040626,0.467326191948373,,0.35452250675907
17Networks_3,-0.108630619246126,0.572506454377647,,0.185444825886929,0.255550189980487,,,,0.393186976973045,,0.05953645007942,0.560715185877953,,0.087203157557398,0.559302879905195,,0.223553814277621
17Networks_2,0.004801224361363,0.470149858898666,,0.184297083069558,0.049088229415507,0.04961052048189,,,0.027602809861947,0.041309255498928,0.07006726575315,0.718769985054549,,0.147103108539722,0.126662331011472,,0.406268681723793
17Networks_1,-0.013638798146804,0.668085153206637,,0.122383234730092,0.960716264714545,,,,0.000357372446633,0.009778574333817,-0.026241843334503,0.142257891110048,,0.054919424254397,0.961522801181352,,0.137422017503182
17Networks_RH_TempPar_3,-0.064798360908185,0.679479618228362,,-0.04728312058649,0.155742965015853,,,-0.063819320567859,0.055120907130527,,-0.126468349653009,0.141065481042092,,-0.062552784675451,0.33615402155331,,-0.508275170599925
lPFtha_R,0.021727512012144,0.00492644762162,0.026109301883924,0.056634863547055,0.615562530105493,,,0.119685109322984,0.136912662145648,,0.169420542337248,0.075520126710205,,0.102476195094128,0.308264053574494,,0.601442458762791
lPFtha_L,0.017940263882191,0.753709247306691,,0.181374902340573,0.037495387653992,0.04447808578329,,0.045231327493564,0.602102645068136,,0.222317339533609,0.017838970695869,0.035961099656752,0.158099340940633,0.099688950110681,,0.828005362593261
cTtha_R,-0.001136444489754,0.097370387648998,,0.085738916769538,0.392678722683345,,,0.155848324999543,0.065841673079367,,0.094965433117339,0.347323472018775,,0.013879729402381,0.984397158533692,,0.435327912413983
cTtha_L,0.023222721128776,0.178361092285372,,0.170588512707151,0.049415203472119,0.04961052048189,,0.12647387870848,0.084726700182544,,0.156057341105719,0.106648198280737,,0.097446352931816,0.338779648145238,,0.716638517840761
Otha_R,0.035182605347434,0.62643282930957,,0.141396704841047,0.122933354215917,,,0.122352669990891,0.079348284670455,,0.135390532170466,0.163807238744562,,0.073440322762016,0.500186784514993,,0.63842950604332
Otha_L,0.025455219595051,0.939010552750728,,0.209341239035781,0.027026618658234,0.041309255498928,,0.075881449749825,0.378696407721762,,0.130348768402255,0.197938370108638,,0.184986826284497,0.058221011237289,,0.74876310344866
PPtha_R,0.031784394757525,0.581378275044051,,0.154658423998001,0.089632284179122,,,0.139781746890946,0.055357765248928,,0.114021508061926,0.257338910567152,,0.108442169354635,0.281976158382341,,0.646999051812505
PPtha_L,0.029700193456066,0.257652323407794,,0.155609870601233,0.068797979302977,,,0.102666918711979,0.216678722507748,,0.12462208976138,0.205770006570931,,0.111020532136994,0.267439819210037,,0.641615198599604
rTtha_R,-0.043167310169879,0.559059749131505,,0.206654943676639,0.017109344762277,0.035628445120417,,0.068852094029363,0.416241872422291,,0.1819823166373,0.058660426234244,,0.097777906745091,0.333215744964851,,0.687374202028099
rTtha_L,-0.022110957373117,0.22449107296352,,0.199378999705423,0.029169191783246,0.042336998359683,,0.070556336752707,0.408070891821776,,0.085632222017513,0.424549351314101,,0.105799931019359,0.276710575581557,,0.525168947619935
Stha_R,0.022155927697741,0.187142414417945,,0.217393064815936,0.01116923780351,0.032136943545218,,0.124135814403517,0.098962058419168,,0.14276366652416,0.14242131365626,,0.155512502032255,0.09774008467918,,0.7792101273625
Stha_L,0.024847711804039,0.102727882166453,,0.201201671918224,0.020552024044749,0.038103752608513,,0.065008505230549,0.459801277418805,,0.152837704133045,0.118829535942428,,0.149669471716475,0.117148029097522,,0.737213490257722
mPMtha_R,0.015888492337979,0.829653068950773,,0.119096845846273,0.167038994171638,,,0.086072967291604,0.305501023809335,,0.166063616171242,0.080260716455525,,0.159719514559344,0.084822883275491,,0.696602401311402
mPMtha_L,0.023571933536702,0.840789905744792,,0.210563630697799,0.013125333624664,0.033089177551158,,0.113064826528163,0.18464762531113,,0.229585803201891,0.015132104959935,0.03444788297338,0.138204716064424,0.140633632552245,,0.939085860720824
mPFtha_R,0.019669357218301,0.79243974721046,,0.109120768907021,0.25170841351997,,,0.078097982517193,0.344623191672595,,0.11293868945682,0.250826296154722,,0.124132254034554,0.19781745518603,,0.569034283874573
mPFtha_L,0.017320311907142,0.592324376930035,,0.183485397478588,0.048762042303314,0.04961052048189,,0.061972483499379,0.466318365557933,,0.134952233951901,0.167432420131056,,0.137264311228963,0.158405599955841,,0.683600745161261
dlPu_R,0.017971628048772,0.41754667166292,,-0.124452140564719,0.098795120082464,,,-0.120355605133386,0.216449044827549,,0.140850576732115,0.151407127469401,,-0.010438145217786,0.820872030768608,,0.044667096064981
dlPu_L,0.033677879655048,0.029800878291993,0.04276510218173,0.06880693970369,0.562198446622751,,,0.041952186499195,0.625691731215255,,0.211206872653939,0.027432493077094,0.041309255498928,0.09240032618582,0.374895519800382,,0.621312078386245
dCa_R,0.028959104536906,0.164399833961065,,-0.120184017279773,0.097249814111438,,,0.001732764376036,0.923703749041565,,0.034853651441346,0.783995150828338,,-0.097037093121013,0.236559052077741,,-0.126422847150713
dCa_L,0.086365455590476,0.186845332108229,,-0.099577354485008,0.197198511805988,,,0.178183984480047,0.046413233682002,0.048666690964411,-0.031161308345614,0.655338823613455,,-0.133594676923014,0.116955585899557,,-0.025675648342426
vmPu_R,0.027476339131415,0.41490432506412,,-0.114072308286463,0.138791721371744,,,-0.079425880781062,0.41638285194,,0.072341468427296,0.500968338233718,,-0.067226242712468,0.41484300174438,,-0.097886839515028
vmPu_L,0.025892384701929,0.634863223130096,,-0.009463421961973,0.770974985420075,,,-0.013199473144705,0.803341597638176,,0.084117604806221,0.42273478139275,,-0.022131090846778,0.705463196078102,,0.145236310910294
NAC_R,0.051508520616928,0.573089590833634,,0.104717151051385,0.308382580816421,,,-0.011209694513992,0.841212206226216,,0.023710496868199,0.892396885896102,,0.071647918438173,0.475032322286174,,0.245617750457698
NAC_L,0.046106259843171,0.692199954042748,,0.153160963044727,0.110010882255366,,,0.002773113529905,0.90944348332105,,0.052780189865349,0.644245554858775,,0.081275489359181,0.446625829118731,,0.391596853442788
GP_R,0.022450353037371,0.838659568498387,,0.077613880735751,0.472954625699418,,,-0.054227895696112,0.549135549300832,,0.067885369630118,0.541224957492761,,0.03657513105385,0.79201697186309,,0.207064580652455
GP_L,0.055510094664828,0.698546371578985,,0.04421161527116,0.749364139455381,,,0.010452413145447,0.949567593074602,,0.058192130730497,0.611678514686967,,0.009938440938571,0.996441509761294,,0.230124301412312
vCa_R,0.049057120750954,0.387256718599243,,-0.081829533822632,0.26545607090891,,,-0.15058077529554,0.075891575282264,,0.051044450508697,0.657268961675024,,0.011107222255363,0.989933173586198,,-0.078217003388441
vCa_L,0.006171007458605,0.924608701311422,,-0.111664679745411,0.12713554716499,,,0.011721461354518,0.984114394753801,,0.015225921523549,0.939273765827608,,-0.059528680059178,0.413820313519186,,-0.153416249761957
cHipp_R,0.000891522863629,0.421634078111609,,0.016528807434632,0.925677862993047,,,-0.002949597446037,0.958550964827548,,-0.008688181425239,0.859336804171853,,0.010274384652336,0.932559493351615,,0.026124832069456
cHipp_L,0.087214192292787,0.983210143644854,,0.298801114018178,0.001226014380402,0.014855420518547,,-0.003626461409097,0.975323407892789,,0.071129632090186,0.496315828604114,,0.212114075969472,0.022543502459788,0.039714234785231,0.742644870040674
rHipp_R,0.044479704691948,0.292346530761943,,0.224112720508797,0.013099360206228,0.033089177551158,,-0.032694207338113,0.664375498698972,,0.087698331910047,0.399575795350497,,0.122820037425515,0.188872141751447,,0.534665141948904
rHipp_L,0.022684827566558,0.305088298872305,,0.342219929850154,0.000103656477703,0.006447047112337,0.026328745336531,-0.017343694149184,0.790090935378652,,0.128850476789149,0.19314490680341,,0.109047403267967,0.26115554447323,,0.69994619205413
lAmyg_R,0.052922811294057,0.850927693835503,,0.225677960551019,0.009473238494009,0.029898253386518,,-0.002184767032216,0.906988090051777,,0.141331189863919,0.150595724503079,,0.137789437961445,0.13674693952844,,0.694713240332295
lAmyg_L,-0.001316612816585,0.216150077116538,,0.207255473815181,0.01497995872473,0.03444788297338,,0.006587964774027,0.973425993437681,,0.102625602821056,0.310741676915128,,0.094404291730028,0.327531142870152,,0.5032503987353
mAmyg_R,0.072771271579691,0.652285241366617,,0.287235763535118,0.001136830084872,0.014855420518547,,-0.020306419476682,0.718228982215205,,0.140063559667286,0.135909509888987,,0.110026355173393,0.247071368811467,,0.717012868611619
mAmyg_L,-0.026372876522479,0.312320706578534,,0.33852321505158,0.000147224615072,0.006447047112337,0.037395052228372,-0.084298848435702,0.323138110268428,,0.090624700756244,0.358865723644457,,0.22466052707096,0.013143283978538,0.033089177551158,0.638899960272084
17Networks_RH_TempPar_2,-0.005778367913223,0.369068086045035,,-0.115995112998899,0.746873680409191,,,-0.312156583640337,0.14120173946381,,-0.199382217202971,0.631596656712713,,-0.043777842316023,0.802836197706789,,-0.875805542383229
17Networks_RH_TempPar_1,0.14088486266329,0.102052755855869,,0.113015638126939,0.259865603854853,,,-0.101321634344297,0.432638395881007,,0.029284466118932,0.453900880335522,,0.065213437780251,0.475207103057814,,0.275165947732221
17Networks_RH_DefaultC_PHC_1,0.066931472833756,0.240115954475888,,-0.034109355855702,0.187931693439336,,,-0.125967121314389,0.44902326626759,,-0.183299708184803,0.328550714746824,,-0.124548838325929,0.799626872502129,,-0.592915249662358
17Networks_RH_DefaultC_Rsp_1,0.012980306400427,0.502999546963512,,-0.067967067724205,0.709211550307105,,,-0.06437708257174,0.989960620906804,,0.097568191539283,0.567822889899813,,0.042137285519084,0.90250327989139,,0.103689162347065
17Networks_RH_DefaultB_PFCv_2,0.010661091194333,0.400013831065206,,-0.145204414248254,0.147879743383541,,,-0.117974798178101,0.2120508811873,,-0.023969797121697,0.592846895071239,,-0.029938110338387,0.67133766966837,,-0.337387814184471
17Networks_RH_DefaultB_PFCv_1,0.000990258564431,0.588940374260644,,0.06257621245642,0.303960815856413,,,-0.034155682494684,0.239198208070658,,0.008476923980702,0.88045497021307,,-0.043287920784603,0.834853088506036,,-0.015956588006149
17Networks_RH_DefaultB_PFCd_1,0.106977502058165,0.18659449723223,,-0.115332636697458,0.096110917306173,,,0.18134528970916,0.14563520807728,,0.037643737896357,0.417951074965558,,0.098430293603879,0.710274968125476,,0.33746303008162
17Networks_RH_DefaultA_PFCm_1,-0.103635856205317,0.289099662370404,,-0.141575989658337,0.92974136780802,,,0.139752100253409,0.830645823282241,,0.120071371479131,0.064994376006985,,0.186700641417554,0.989189304531104,,0.312883256688538
17Networks_RH_DefaultA_pCunPCC_1,0.14825747622211,0.173732756972764,,-0.12031617169328,0.520922713231665,,,0.067976075843833,0.405979204821081,,0.048156542421465,0.3968672576071,,-0.153932494422565,0.148065505874591,,0.0317183727249
17Networks_RH_DefaultA_PFCd_1,-0.076348901932589,0.736540087598918,,-0.245561293539067,0.001056362877751,0.014855420518547,,0.160092912658807,0.037167004068061,0.04447808578329,-0.054364217672626,0.800221382862667,,-0.056947748776408,0.740803720920957,,-0.343195610616506
17Networks_RH_DefaultA_IPL_1,-0.150633344066001,0.191964689263917,,-0.170446409266515,0.015069799461953,0.03444788297338,,-0.054879929176226,0.109555855817914,,-0.113973680288226,0.253986600568681,,-0.056945650107943,0.073029171763247,,-0.698969532266959
17Networks_RH_ContC_pCun_1,-0.022058742927324,0.483419202199602,,-0.157834151124682,0.094645099599175,,,0.033061082154952,0.760075988193921,,0.021160619128202,0.73594025962364,,-0.08160424190451,0.973188878409725,,-0.203300647820702
17Networks_RH_ContC_Cingp_1,-0.070795793628679,0.601398010916525,,-0.152100632929512,0.091817962722117,,,0.08408399597628,0.356403224616029,,-0.00740445155327,0.5214417404483,,0.153399663452895,0.203180066473082,,-0.003415245452981
17Networks_RH_ContB_PFClv_1,-0.098010077963799,0.259235530379938,,-0.149815279102976,0.963528290214278,,,0.103062617852646,0.381484743833569,,0.017232411799612,0.389918811660641,,0.124167617347792,0.858979823776108,,-0.003887320200168
17Networks_RH_ContB_PFCld_1,-0.024778969194256,0.568400738246765,,-0.241727445404658,0.007684273816706,0.0292415330267,,-0.083055725288669,0.973567840347062,,-0.144348931943334,0.40331261492964,,-0.047155257517358,0.6807108076934,,-0.655643496113397
17Networks_RH_ContB_IPL_1,0.023243767821671,0.092031364133577,,-0.12844875658047,0.008853185555755,0.0292415330267,,0.044387549339969,0.251816504251797,,-0.094025965364926,0.265462437389683,,0.021095567790026,0.525195931535716,,-0.225365911346471
17Networks_RH_ContB_Temp_1,0.002942123670569,0.782386525986908,,-0.221873765036582,0.066074413188153,,,-0.140451885572788,0.641451062559975,,-0.079732936823602,0.54633075588634,,-0.035639461756111,0.404342328236829,,-0.561555780899084
17Networks_RH_ContA_PFCl_2,0.026851290591059,0.887061241886447,,-0.284079597019894,0.005401960298591,0.026903880702785,,-0.218082477788702,0.788131215046242,,-0.125060791455909,0.367974393452894,,-0.094329964991051,0.799904591466792,,-0.821441691692159
17Networks_RH_ContA_PFCl_1,-0.090425207361984,0.587129419892645,,-0.319176791317949,0.000384983241489,0.009778574333817,,-0.065601255271528,0.198408620458229,,-0.070106979400568,0.577588557153177,,-0.008458191250607,0.237298443248253,,-0.635812132334782
17Networks_RH_ContA_IPS_1,0.026004760479065,0.977556453681125,,-0.265531421276373,0.020956206105212,0.038571567758869,,-0.076075631562307,0.807544239207072,,-0.071301928252447,0.245828868677048,,-0.156210277073366,0.229401132012502,,-0.647802810968863
17Networks_RH_LimbicA_TempPole_1,0.054084748671596,0.714384380672523,,0.059523129848272,0.443966562089999,,,-0.026936365988793,0.861998249376763,,-0.034348046248918,0.888883949725338,,-0.002501968602623,0.865429649700692,,-0.00971764927278
17Networks_RH_LimbicB_OFC_1,0.0501392765337,0.134970471153949,,0.008141038774125,0.859346080912154,,,0.005108982591661,0.760335200255365,,0.033523637457405,0.72281453691781,,-0.052484697151336,0.939057341690856,,0.073780962299966
17Networks_RH_SalVentAttnB_PFCmp_1,0.032662758350015,0.896963324612514,,-0.310143832248736,0.001653799809991,0.014855420518547,,0.128421947541992,0.237540548912225,,-0.067472838181709,0.440413705696678,,-0.164142909636557,0.63237625651429,,-0.457807605320813
17Networks_RH_SalVentAttnB_PFCl_1,0.099022300046584,0.525720718682716,,-0.23800899256076,0.000152292451473,0.006447047112337,0.038682282674023,0.069899535974089,0.185424944989418,,-0.129126925285633,0.193760001512654,,-0.133466334925441,0.355584682923537,,-0.470739152322191
17Networks_RH_SalVentAttnB_IPL_1,-0.121786236916605,0.197717263737769,,-0.181442443141706,0.791840391726544,,,-0.056534940319892,0.99372662866401,,-0.167791055733478,0.511460434856871,,-0.014986211004763,0.521440964802744,,-0.723009365240482
17Networks_RH_SalVentAttnA_FrMed_1,0.085388745917549,0.822768680733442,,-0.257138129339856,0.011329560368381,0.032136943545218,,-0.052033779364435,0.363425739853883,,-0.167595868234127,0.02741169942427,0.041309255498928,-0.148567799300301,0.499145429998606,,-0.691268430975479
17Networks_RH_SalVentAttnA_ParMed_1,-0.002823114679963,0.91290491721006,,-0.175128482591586,0.439104893428858,,,-0.062049378472725,0.612937988755978,,-0.20658498842044,0.130110492737264,,-0.138262267941484,0.24144258236858,,-0.806103445059367
17Networks_RH_SalVentAttnA_Ins_1,0.029466969958815,0.411481921371622,,0.004359128011451,0.100153629050362,,,-0.10566743625585,0.150051529474577,,-0.022665094800571,0.441152221844065,,-0.062095414588014,0.273615185557513,,-0.190036753638516
17Networks_RH_SalVentAttnA_ParOper_1,0.005014460717267,0.509828438910106,,-0.167007952839825,0.962164341971584,,,-0.138733106130687,0.05788568913685,,-0.132650089869962,0.001220139630872,0.014855420518547,-0.031214070222112,0.342403031006201,,-0.607944685232549
17Networks_RH_DorsAttnB_FEF_1,0.032583336487529,0.709965996789372,,-0.279002106451822,0.031410039066999,0.043235049428021,,-0.013536459535772,0.560701720682294,,-0.10006456517036,0.052234335847285,,-0.078726944987331,0.204398578809617,,-0.548635761685493
17Networks_RH_DorsAttnB_PostC_2,0.067454702735222,0.583729737397327,,-0.120309646656831,0.000277486378146,0.008998852573122,,0.055083294301313,0.0002834284275,0.008998852573122,-0.089921752750084,0.065557131693624,,-0.084693228620291,0.948168113032003,,-0.267209603648439
17Networks_RH_DorsAttnB_PostC_1,-0.061914825849372,0.597783190796899,,-0.358031593297085,0.004775978468019,0.026109301883924,,-0.106146934829308,0.984015408774419,,-0.067490514541106,0.229613542616215,,-0.206483302452121,0.248406097192011,,-0.893397533212982
17Networks_RH_DorsAttnA_SPL_1,-0.014635024513413,0.106440072945591,,-0.164310269198039,0.016942158171519,0.035628445120417,,-0.051755823475647,0.35688021000184,,-0.044265672879706,0.659131211587854,,-0.070643007840954,0.548377449301233,,-0.397904520157017
17Networks_RH_DorsAttnA_ParOcc_1,0.025280395796327,0.166852036860288,,-0.175014179367914,0.1052148052846,,,-0.224329542268586,0.030440700658069,0.043086750990909,-0.09822308858715,0.937736207393762,,-0.079079753292554,0.473989720386118,,-0.688630504683714
17Networks_RH_DorsAttnA_TempOcc_1,0.008492443781185,0.44295489474208,,-0.170142869858476,0.141199565123967,,,-0.147990495391782,0.006484890521919,0.028399348147713,-0.048546407643047,0.011468383791475,0.032136943545218,-0.092565191417001,0.402711188891084,,-0.519568596217946
17Networks_RH_SomMotB_Cent_1,-0.01064217555083,0.814247809059686,,-0.279427227512826,0.033382130556872,0.044161776882529,,-0.242237541125759,0.097152746783557,,-0.09105630986196,0.066593944503177,,-0.096661771345619,0.526292254680801,,-0.814427424453031
17Networks_RH_SomMotB_S2_2,-0.045797204637807,0.521657847701927,,-0.220242099027727,0.318631677850868,,,-0.125051423778381,0.790344439944688,,-0.154101443721309,0.0747879606841,,-0.069072397087904,0.183480286216347,,-0.775560312463776
17Networks_RH_SomMotB_S2_1,-0.005068310697873,0.597897495162246,,-0.198087881565989,0.011513629380373,0.032136943545218,,-0.240473319059663,0.175024052672297,,-0.2183112281972,0.073785496488616,,-0.172183417918739,0.036085556716605,0.04447808578329,-1.07097036186788
17Networks_RH_SomMotB_Aud_1,0.021660388331828,0.882738468654952,,-0.019200781357742,0.331362056945827,,,-0.173136041229656,0.094609530413019,,-0.153335492288972,0.71630099891505,,-0.046310341461149,0.477348918691581,,-0.517856775691155
17Networks_RH_SomMotA_4,0.13944302191504,0.033874358805452,0.044350964621572,-0.045193090798286,0.007880964668541,0.0292415330267,,0.016400075442836,0.218744209025666,,-0.121039947024468,0.133015469950782,,-0.056778730370177,0.905993759517919,,-0.190803139037755
17Networks_RH_SomMotA_3,-0.026989336543799,0.917250396518454,,-0.118793329736829,0.003051806750304,0.020950240934517,,-0.138606210531962,0.456551367729164,,-0.1258879424245,0.253816391859391,,-0.098574853387897,0.426304743529337,,-0.656210799845821
17Networks_RH_SomMotA_2,-0.132676085888234,0.856964649672632,,-0.219892628940037,0.000863505569386,0.014855420518547,,-0.077058234961454,0.118438649495764,,-0.178593145416945,0.460165604620302,,-0.035896851694744,0.407134465271905,,-0.807346860680622
17Networks_RH_SomMotA_1,0.028506113093617,0.607684466186243,,-0.328709062861545,0.000140813282549,0.006447047112337,0.035766573767549,-0.16342695879422,0.305619785093811,,-0.067660034688936,0.694152141163803,,-0.033790851549658,0.11474501442146,,-0.64598617391764
17Networks_RH_VisPeri_ExStrSup_1,-0.115108214414242,0.904060824164371,,-0.098850448982323,0.674991739692901,,,0.041120377803832,0.525346442037204,,-0.013296384269101,0.896473927232734,,-0.173431476076192,0.631411035171958,,-0.371747760954184
17Networks_RH_VisPeri_ExStrInf_1,-0.076059554387747,0.715193496357082,,-0.022255969716446,0.181789387837222,,,-0.062644048971936,0.027548833301254,0.041309255498928,-0.022152710655607,0.430734941980797,,-0.006772954594328,0.76482854903254,,-0.206017818642861
17Networks_RH_VisPeri_StriCal_1,0.013682677199004,0.810633996435029,,-0.051075916456795,0.764522932649194,,,-0.10202699615616,0.735984169497624,,-0.056121432622351,0.95445062011446,,-0.081947881876902,0.711947269082253,,-0.327602726477188
17Networks_RH_VisCent_ExStr_3,0.164699321887925,0.470634607092834,,-0.162151244573735,0.173036795356459,,,-0.165040207496089,0.688648545186754,,-0.067333059935482,0.92464171254179,,-0.150260387094596,0.434554933350585,,-0.456227281939208
17Networks_RH_VisCent_ExStr_2,0.13213974412098,0.834442066089533,,-0.034132217442371,0.842410433439776,,,-0.083753423927188,0.677857573556652,,0.089770173068061,0.796343719863451,,-0.059486974965747,0.212714637021126,,0.108410045011244
17Networks_RH_VisCent_ExStr_1,0.025542074157158,0.852150149219097,,-0.12003877905648,0.193302492768757,,,-0.110679063329657,0.010150263990899,0.031062253658896,-0.032581441590654,0.634669522107887,,-0.172198501826394,0.599371870295,,-0.436416410819859
17Networks_LH_TempPar_1,0.002752564255299,0.613478996501348,,0.051482446766267,0.041047354385566,0.04620256910693,,-0.110008914560017,0.892965020650536,,-0.153114589291105,0.917373423080499,,0.006029428671213,0.156124494076285,,-0.354412368592468
17Networks_LH_DefaultC_PHC_1,0.01970956678637,0.245006994739666,,0.167594438964817,0.055925326589079,,,-0.148975086191593,0.031346473059579,0.043235049428021,-0.081517513944534,0.307001652955648,,0.084551123746815,0.41152567701084,,-0.045544729610351
17Networks_LH_DefaultC_Rsp_1,0.008963164004059,0.224515648870014,,-0.175309561072265,0.603481544689568,,,-0.193865387342478,0.044393501472437,0.04750728904574,-0.100196819167388,0.27890869468138,,-0.080798443150454,0.486830148681762,,-0.631534467243236
17Networks_LH_DefaultB_PFCv_2,0.055737569118357,0.139627738059047,,-0.030037281015744,0.104009559945653,,,0.053122499386347,0.016471300371943,0.035628445120417,-0.017429066616087,0.284726740808125,,-0.038271157393147,0.588537725771755,,-0.016125531140844
17Networks_LH_DefaultB_PFCv_1,-0.051382690704346,0.417354870681919,,0.12657219445016,0.037178391427528,0.04447808578329,,0.050152258723165,0.920846482654811,,0.051783014177757,0.92323764249999,,0.019823902061658,0.211339284932426,,0.263611564959576
17Networks_LH_DefaultB_PFCl_1,-0.109724078116649,0.087967161862344,,-0.080392182232344,0.929075551509448,,,0.078577049441871,0.336385629448089,,-0.109507709775615,0.455426436048336,,-0.012225756784025,0.161882291105004,,-0.324028892161794
17Networks_LH_DefaultB_PFCd_1,0.037339518084388,0.882797545061847,,-0.15486599488318,0.004599671748842,0.026109301883924,,0.093602766439693,0.918863934490764,,0.043648530991798,0.978315425067585,,0.020465579743002,0.082233515021006,,0.078749133785576
17Networks_LH_DefaultB_IPL_1,-0.072470337491329,0.550662577576918,,-0.071324039869682,0.049343723193948,0.04961052048189,,0.052186540232562,0.326119585641018,,-0.061937858839489,0.301245372301478,,-0.060230427354289,0.479552721480755,,-0.267718104827008
17Networks_LH_DefaultB_Temp_2,-0.073895739020284,0.490621633166482,,-0.029038019473342,0.200471282511732,,,-0.127483534850921,0.270656408124607,,-0.156119523285931,0.473788035789771,,-0.047192291762924,0.159490261673978,,-0.578540261728185
17Networks_LH_DefaultB_Temp_1,0.020877948810314,0.907091005683405,,0.168766916295466,0.018611971088844,0.036364928127434,,0.138642101744582,0.106674697303882,,-0.066517352634817,0.723299911005647,,-0.011507779041233,0.939860410879788,,0.188683544122379
17Networks_LH_DefaultA_PFCm_1,-0.098264771411521,0.825443732350613,,-0.128669749499326,0.52521029776207,,,0.036458662226065,0.874557643408865,,0.018262487073132,0.260146305018738,,0.003588568628516,0.985647881599642,,-0.162712321019856
17Networks_LH_DefaultA_pCunPCC_1,0.003895276176077,0.54963320783334,,-0.179755926461072,0.217723019986128,,,-0.064426323216313,0.311755017241928,,-0.000902096758726,0.108965738769081,,-0.136613060598723,0.978682171257335,,-0.387701781589079
17Networks_LH_DefaultA_PFCd_1,-0.091123759424206,0.333857948877383,,-0.13292147651225,0.013333334757326,0.033202617925107,,0.063026346173857,0.668139083655562,,-0.080355460096309,0.340039020313606,,-0.010831607402669,0.391093600189412,,-0.316489395946665
17Networks_LH_ContC_Cingp_1,0.018363086869271,0.690396313422417,,-0.037171849792524,0.380446058936559,,,0.03229643678305,0.65774515280573,,-0.050662691109251,0.07897874729322,,0.056274626045306,0.913466052066871,,-0.066621173513304
17Networks_LH_ContC_pCun_2,-0.032296428224295,0.710138530585893,,-0.233347010121799,0.084925779430547,,,-0.153088052143467,0.208597915757456,,-0.06176724292646,0.362600887728272,,-0.110796054267505,0.900942918123663,,-0.632569595987443
