parc_name,parcel_name,zDCbin_sws_fa_fdr,zDCwei_sws_fa_fdr,zfALFF_sws_fa_fdr,gmd_sws_fa_fdr,zReHo_sws_fa_fdr,zALFF_sws_fa_fdr,sws_fa
17Networks_LH_DefaultC_PHC_1,zALFF_17Networks_LH_DefaultC_PHC_1,,,,,,0.027936913215818,0.027936913215818
17Networks_LH_DefaultC_Rsp_2,zALFF_17Networks_LH_DefaultC_Rsp_2,,,,,,0.022835338616919,0.022835338616919
17Networks_LH_DefaultC_Rsp_1,zALFF_17Networks_LH_DefaultC_Rsp_1,,,,,,0.043293561030985,0.043293561030985
17Networks_LH_ContB_PFClv_1,zALFF_17Networks_LH_ContB_PFClv_1,,,,,,0.045724255434477,0.045724255434477
17Networks_LH_ContA_PFCl_2,zALFF_17Networks_LH_ContA_PFCl_2,,,,,,0.036453782727283,0.036453782727283
17Networks_LH_ContA_PFClv_1,zALFF_17Networks_LH_ContA_PFClv_1,,,,,,0.043293561030985,0.043293561030985
17Networks_LH_ContA_IPS_4,zALFF_17Networks_LH_ContA_IPS_4,,,,,,0.036453782727283,0.036453782727283
17Networks_LH_SalVentAttnB_OFC_1,zALFF_17Networks_LH_SalVentAttnB_OFC_1,,,,,,0.046253006842099,0.046253006842099
17Networks_LH_SalVentAttnA_Ins_2,zALFF_17Networks_LH_SalVentAttnA_Ins_2,,,,,,0.046627145733428,0.046627145733428
17Networks_LH_DorsAttnB_PrCv_1,zALFF_17Networks_LH_DorsAttnB_PrCv_1,,,,,,0.043293561030985,0.043293561030985
17Networks_LH_DorsAttnB_FEF_2,zALFF_17Networks_LH_DorsAttnB_FEF_2,,,,,,0.016999704441033,0.016999704441033
17Networks_LH_DorsAttnB_FEF_1,zALFF_17Networks_LH_DorsAttnB_FEF_1,,,,,,0.02560752379904,0.02560752379904
17Networks_LH_SomMotB_Cent_3,zALFF_17Networks_LH_SomMotB_Cent_3,,,,,,0.047006516716513,0.047006516716513
17Networks_LH_SomMotB_Cent_2,zALFF_17Networks_LH_SomMotB_Cent_2,,,,,,0.036453782727283,0.036453782727283
17Networks_LH_SomMotA_18,zALFF_17Networks_LH_SomMotA_18,,,,,,0.047006516716513,0.047006516716513
17Networks_LH_SomMotA_12,zALFF_17Networks_LH_SomMotA_12,,,,,,0.049830551417831,0.049830551417831
17Networks_LH_SomMotA_10,zALFF_17Networks_LH_SomMotA_10,,,,,,0.048507068503432,0.048507068503432
17Networks_LH_SomMotA_9,zALFF_17Networks_LH_SomMotA_9,,,,,,0.02560752379904,0.02560752379904
17Networks_LH_SomMotA_4,zALFF_17Networks_LH_SomMotA_4,,,,,,0.048697032052458,0.048697032052458
17Networks_LH_SomMotA_3,zALFF_17Networks_LH_SomMotA_3,,,,,,0.046311119579873,0.046311119579873
17Networks_LH_SomMotA_2,zALFF_17Networks_LH_SomMotA_2,,,,,,0.027387585091939,0.027387585091939
17Networks_LH_VisCent_Striate_1,zALFF_17Networks_LH_VisCent_Striate_1,,,,,,0.045724255434477,0.045724255434477
17Networks_LH_VisCent_ExStr_1,zALFF_17Networks_LH_VisCent_ExStr_1,,,,,,0.046627145733428,0.046627145733428
17Networks_RH_TempPar_4,zDCwei_17Networks_RH_TempPar_4zDCbin_17Networks_RH_TempPar_4,0.040435467831642,0.043293561030985,0,0,0,0,0.083729028862627
17Networks_RH_DefaultC_PHC_1,zDCwei_17Networks_RH_DefaultC_PHC_1zDCbin_17Networks_RH_DefaultC_PHC_1,0.045724255434477,0.04840598509041,0,0,0,0,0.094130240524887
17Networks_RH_DefaultA_PFCm_1,zDCwei_17Networks_RH_DefaultA_PFCm_1,,0.049727177340942,,,,,0.049727177340942
17Networks_RH_SalVentAttnA_ParMed_1,zDCwei_17Networks_RH_SalVentAttnA_ParMed_1zDCbin_17Networks_RH_SalVentAttnA_ParMed_1,0.043293561030985,0.043293561030985,0,0,0,0,0.08658712206197
17Networks_RH_SalVentAttnA_ParOper_1,zDCwei_17Networks_RH_SalVentAttnA_ParOper_1zDCbin_17Networks_RH_SalVentAttnA_ParOper_1,0.01092057680292,0.01092057680292,0,0,0,0,0.02184115360584
17Networks_LH_DefaultB_Temp_5,zDCwei_17Networks_LH_DefaultB_Temp_5,,0.048248988288274,,,,,0.048248988288274
17Networks_LH_ContB_Temp_2,zDCwei_17Networks_LH_ContB_Temp_2,,0.043293561030985,,,,,0.043293561030985
17Networks_LH_LimbicA_TempPole_4,zDCwei_17Networks_LH_LimbicA_TempPole_4zDCbin_17Networks_LH_LimbicA_TempPole_4,0.047006516716513,0.045724255434477,0,0,0,0,0.09273077215099
17Networks_LH_DorsAttnB_PostC_1,zDCwei_17Networks_LH_DorsAttnB_PostC_1zDCbin_17Networks_LH_DorsAttnB_PostC_1,0.045724255434477,0.048183453695863,0,0,0,0,0.09390770913034
17Networks_LH_DorsAttnA_TempOcc_2,zDCwei_17Networks_LH_DorsAttnA_TempOcc_2zDCbin_17Networks_LH_DorsAttnA_TempOcc_2,0.045724255434477,0.043293561030985,0,0,0,0,0.089017816465462
17Networks_LH_DorsAttnA_TempOcc_1,zDCwei_17Networks_LH_DorsAttnA_TempOcc_1,,0.048183453695863,,,,,0.048183453695863
17Networks_LH_SomMotB_Aud_3,zDCwei_17Networks_LH_SomMotB_Aud_3zDCbin_17Networks_LH_SomMotB_Aud_3,0.043293561030985,0.046253006842099,0,0,0,0,0.089546567873084
dlPu_L,zDCwei_dlPu_L,,0.04840598509041,,,,,0.04840598509041
17Networks_RH_TempPar_9,zDCbin_17Networks_RH_TempPar_9,0.046627145733428,,,,,,0.046627145733428
17Networks_RH_DefaultA_PFCm_3,zDCbin_17Networks_RH_DefaultA_PFCm_3,0.048183453695863,,,,,,0.048183453695863
17Networks_RH_DorsAttnB_FEF_1,zDCbin_17Networks_RH_DorsAttnB_FEF_1,0.045724255434477,,,,,,0.045724255434477
17Networks_RH_DorsAttnA_ParOcc_2,zDCbin_17Networks_RH_DorsAttnA_ParOcc_2,0.046627145733428,,,,,,0.046627145733428
17Networks_LH_ContC_Cingp_2,zDCbin_17Networks_LH_ContC_Cingp_2,0.046627145733428,,,,,,0.046627145733428
17Networks_LH_SalVentAttnB_Ins_1,zDCbin_17Networks_LH_SalVentAttnB_Ins_1,0.049727177340942,,,,,,0.049727177340942
